topics,source_tweet,branches,fold_stance_labels_text,fold_stance_labels,Veracitylabels_text,Veracitylabels
charliehebdo,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV,"['URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV', '@RT_com just my 2 cents but URGENT is really not the best translation for СРОЧНО. just write “BREAKING” and we’d all be better off']","['support', 'comment']","[0, 3]",false,1
charliehebdo,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV,"['URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV', '@RT_com 1000s of muslims russian ukranian &amp; africans die each day europeans dont care , why the world is so concerned with 12 french death']","['support', 'comment']","[0, 3]",false,1
charliehebdo,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV,"['URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV', '@RT_com OK 63 Drills Since 93 Where #Drill = Actual Terrorist #Attack #Waco Explosion  https://t.co/jDraBaijhj']","['support', 'comment']","[0, 3]",false,1
charliehebdo,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV,"['URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV', '@RT_com this is mossad']","['support', 'comment']","[0, 3]",false,1
charliehebdo,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV,"['URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV', '@RT_com not men, not human, these are Zealots, the same beasts Mosses used in the murder of 3 scores of ten when back from the mountain.']","['support', 'comment']","[0, 3]",false,1
charliehebdo,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV,"['URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV', ""@RT_com maybe they should stop funding terrorists in Syria, Lybia etc. it blows back all the time. Remember Afghanistan in 80's""]","['support', 'comment']","[0, 3]",false,1
charliehebdo,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV,"['URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV', '@RT_com did one of them drop his shoe? Surely catch those cunts']","['support', 'comment']","[0, 3]",false,1
charliehebdo,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV,"['URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV', '@RT_com right one is inside the car']","['support', 'comment']","[0, 3]",false,1
charliehebdo,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV,['URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV'],['support'],[0],false,1
charliehebdo,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV,"['URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV', '@RT_com Sickening. Frenchmen must demand and election and voted FN to get those swine out of their country. This is a MUSLIM problem.', '@ThePeopleRise @RT_com Islam does not condone such swine behavior or violence in anyway shape or form. Its a psychiatric problem,!']","['support', 'comment', 'comment']","[0, 3, 3]",false,1
charliehebdo,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV,"['URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV', '@RT_com #SendThemHome']","['support', 'comment']","[0, 3]",false,1
charliehebdo,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV,"['URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV', '@RT_com Great #travel post! Why Not post on http://t.co/tXGMBRYHGX Proximity Based Travel Network? http://t.co/gZzC02E8yQ']","['support', 'comment']","[0, 3]",false,1
charliehebdo,"Two shot in Paris, including traffic cop, as manhunt continues for #CharlieHebdo suspects http://t.co/L7wpNhAYZn http://t.co/oQi2UinDH1","['Two shot in Paris, including traffic cop, as manhunt continues for #CharlieHebdo suspects http://t.co/L7wpNhAYZn http://t.co/oQi2UinDH1', '@NBCNews Theres also an explosion in a restaurant there.']","['support', 'comment']","[0, 3]",true,0
charliehebdo,"Two shot in Paris, including traffic cop, as manhunt continues for #CharlieHebdo suspects http://t.co/L7wpNhAYZn http://t.co/oQi2UinDH1","['Two shot in Paris, including traffic cop, as manhunt continues for #CharlieHebdo suspects http://t.co/L7wpNhAYZn http://t.co/oQi2UinDH1', ""@NBCNews @TODAYshow Pencils as 9-11? All the cartoon responses are cartoonists as victims. Where's the defiance?""]","['support', 'deny']","[0, 1]",true,0
charliehebdo,"Two shot in Paris, including traffic cop, as manhunt continues for #CharlieHebdo suspects http://t.co/L7wpNhAYZn http://t.co/oQi2UinDH1","['Two shot in Paris, including traffic cop, as manhunt continues for #CharlieHebdo suspects http://t.co/L7wpNhAYZn http://t.co/oQi2UinDH1']",['support'],[0],true,0
charliehebdo,"Two shot in Paris, including traffic cop, as manhunt continues for #CharlieHebdo suspects http://t.co/L7wpNhAYZn http://t.co/oQi2UinDH1","['Two shot in Paris, including traffic cop, as manhunt continues for #CharlieHebdo suspects http://t.co/L7wpNhAYZn http://t.co/oQi2UinDH1', '@NBCNews It happen 1 hour ago, not very reactive, big issues with Data evaluation #sourcechecking #seriousinvestifation']","['support', 'comment']","[0, 3]",true,0
charliehebdo,"Two shot in Paris, including traffic cop, as manhunt continues for #CharlieHebdo suspects http://t.co/L7wpNhAYZn http://t.co/oQi2UinDH1","['Two shot in Paris, including traffic cop, as manhunt continues for #CharlieHebdo suspects http://t.co/L7wpNhAYZn http://t.co/oQi2UinDH1', '@NBCNews']","['support', 'comment']","[0, 3]",true,0
charliehebdo,"Two shot in Paris, including traffic cop, as manhunt continues for #CharlieHebdo suspects http://t.co/L7wpNhAYZn http://t.co/oQi2UinDH1","['Two shot in Paris, including traffic cop, as manhunt continues for #CharlieHebdo suspects http://t.co/L7wpNhAYZn http://t.co/oQi2UinDH1', '@NBCNews @MikeRodNews http://t.co/nfIrio6748']","['support', 'support']","[0, 0]",true,0
charliehebdo,#UPDATE Three men including two brothers identified in France newspaper attack: source http://t.co/5NoNuqJSu1 #JeSuisCharlie #CharlieHebdo,"['#UPDATE Three men including two brothers identified in France newspaper attack: source http://t.co/5NoNuqJSu1 #JeSuisCharlie #CharlieHebdo', '@AFP Go to hell #CharlieHebdo']","['deny', 'comment']","[1, 3]",true,0
charliehebdo,#UPDATE Three men including two brothers identified in France newspaper attack: source http://t.co/5NoNuqJSu1 #JeSuisCharlie #CharlieHebdo,['#UPDATE Three men including two brothers identified in France newspaper attack: source http://t.co/5NoNuqJSu1 #JeSuisCharlie #CharlieHebdo'],['deny'],[1],true,0
charliehebdo,#UPDATE Three men including two brothers identified in France newspaper attack: source http://t.co/5NoNuqJSu1 #JeSuisCharlie #CharlieHebdo,"['#UPDATE Three men including two brothers identified in France newspaper attack: source http://t.co/5NoNuqJSu1 #JeSuisCharlie #CharlieHebdo', '“@AFP: #UPDATE Three men including two brothers identified in France newspaper attack: source http://t.co/sXtqLIsrW4 #CharlieHebdo”']","['deny', 'deny']","[1, 1]",true,0
charliehebdo,#BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking: source,"['#BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking: source', '@AFP 5 hostages (including women and childs)']","['support', 'comment']","[0, 3]",true,0
charliehebdo,#BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking: source,"['#BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking: source', 'Good Lord - this crisis in France is spreading.Prayers for the hostages.    @AFP @imsabbah']","['support', 'comment']","[0, 3]",true,0
charliehebdo,#BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking: source,"['#BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking: source', '#Vincennes #Montrouge RT “@AFP: #BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking: source”']","['support', 'comment']","[0, 3]",true,0
charliehebdo,#BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking: source,['#BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking: source'],['support'],[0],true,0
charliehebdo,#BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking: source,"['#BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking: source', '@AFP give the source please']","['support', 'query']","[0, 2]",true,0
charliehebdo,#BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking: source,['#BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking: source'],['support'],[0],true,0
charliehebdo,#BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking: source,"['#BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking: source', '“@AFP: #BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking: source” source please?']","['support', 'support']","[0, 0]",true,0
charliehebdo,"DEVELOPING: Police pursuing #CharlieHebdo shooting suspects, helicopters deployed - LIVE FEED: http://t.co/GRxHibEau2 http://t.co/pDlmmCax1B","['DEVELOPING: Police pursuing #CharlieHebdo shooting suspects, helicopters deployed - LIVE FEED: http://t.co/GRxHibEau2 http://t.co/pDlmmCax1B']",['support'],[0],true,0
charliehebdo,"DEVELOPING: Police pursuing #CharlieHebdo shooting suspects, helicopters deployed - LIVE FEED: http://t.co/GRxHibEau2 http://t.co/pDlmmCax1B","['DEVELOPING: Police pursuing #CharlieHebdo shooting suspects, helicopters deployed - LIVE FEED: http://t.co/GRxHibEau2 http://t.co/pDlmmCax1B']",['support'],[0],true,0
charliehebdo,"DEVELOPING: Police pursuing #CharlieHebdo shooting suspects, helicopters deployed - LIVE FEED: http://t.co/GRxHibEau2 http://t.co/pDlmmCax1B","['DEVELOPING: Police pursuing #CharlieHebdo shooting suspects, helicopters deployed - LIVE FEED: http://t.co/GRxHibEau2 http://t.co/pDlmmCax1B']",['support'],[0],true,0
charliehebdo,"DEVELOPING: Police pursuing #CharlieHebdo shooting suspects, helicopters deployed - LIVE FEED: http://t.co/GRxHibEau2 http://t.co/pDlmmCax1B","['DEVELOPING: Police pursuing #CharlieHebdo shooting suspects, helicopters deployed - LIVE FEED: http://t.co/GRxHibEau2 http://t.co/pDlmmCax1B']",['support'],[0],true,0
charliehebdo,"DEVELOPING: Police pursuing #CharlieHebdo shooting suspects, helicopters deployed - LIVE FEED: http://t.co/GRxHibEau2 http://t.co/pDlmmCax1B","['DEVELOPING: Police pursuing #CharlieHebdo shooting suspects, helicopters deployed - LIVE FEED: http://t.co/GRxHibEau2 http://t.co/pDlmmCax1B']",['support'],[0],true,0
charliehebdo,"DEVELOPING: Police pursuing #CharlieHebdo shooting suspects, helicopters deployed - LIVE FEED: http://t.co/GRxHibEau2 http://t.co/pDlmmCax1B","['DEVELOPING: Police pursuing #CharlieHebdo shooting suspects, helicopters deployed - LIVE FEED: http://t.co/GRxHibEau2 http://t.co/pDlmmCax1B']",['support'],[0],true,0
charliehebdo,"DEVELOPING: Police pursuing #CharlieHebdo shooting suspects, helicopters deployed - LIVE FEED: http://t.co/GRxHibEau2 http://t.co/pDlmmCax1B","['DEVELOPING: Police pursuing #CharlieHebdo shooting suspects, helicopters deployed - LIVE FEED: http://t.co/GRxHibEau2 http://t.co/pDlmmCax1B', ""@RT_com found similar by @hempembassy here:~ http://t.co/5e0AXpCueV entitled: 'Police raid cannabis crops'""]","['support', 'deny']","[0, 1]",true,0
charliehebdo,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,"['This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU', '@BBCtrending @LucilleClerc  Love this !']","['support', 'comment']","[0, 3]",false,1
charliehebdo,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,"['This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU', '@BBCtrending How do you know? I thought the graffiti ""artist"" was supposed to be anonymous. @brianstelter @LucilleClerc']","['support', 'query']","[0, 2]",false,1
charliehebdo,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,"['This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU', '“@BBCtrending:This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/wstQoWOET0”']","['support', 'comment']","[0, 3]",false,1
charliehebdo,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,"['This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU', '@BBCtrending @MorningEdition @LucilleClerc Brilliant.']","['support', 'comment']","[0, 3]",false,1
charliehebdo,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,"['This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU', '@BBCtrending @LucilleClerc 90']","['support', 'comment']","[0, 3]",false,1
charliehebdo,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,"['This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU', '“@BBCtrending: Cartoon abt #CharlieHebdo is by @LucilleClerc not #Banksy http://t.co/x55Y4iy8yC” Lazy media often fooled by parody accounts']","['support', 'comment']","[0, 3]",false,1
charliehebdo,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,"['This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU', '@BBCtrending @petersagal @LucilleClerc pm grateful for that tweet']","['support', 'comment']","[0, 3]",false,1
charliehebdo,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,"['This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU', 'By @LucilleClerc http://t.co/E7wLz9siCP via @BBCtrending\nBy @Independent https://t.co/6vP2N5Jx1x via @amolrajan\n#JeSuisCharlie #CharlieHebdo']","['support', 'support']","[0, 0]",false,1
charliehebdo,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,"['This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU', '@BBCtrending @BrookingsFP @LucilleClerc @we are not afraid!']","['support', 'comment']","[0, 3]",false,1
charliehebdo,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,"['This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU', '@BBCtrending @eelcobvr @LucilleClerc we must go on.']","['support', 'comment']","[0, 3]",false,1
charliehebdo,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,"['This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU', 'Or is it... RT @BBCtrending: Widely shared cartoon about #CharlieHebdo attack actually by @LucilleClerc not #Banksy http://t.co/MJRBHRpQ4F']","['support', 'comment']","[0, 3]",false,1
charliehebdo,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,"['This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU', 'MT @BBCtrending: widely shared cartoon about the #CharlieHebdo attack  by @LucilleClerc http://t.co/WERHU0jSMO']","['support', 'support']","[0, 0]",false,1
charliehebdo,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,"['This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU', '@BBCtrending @LucilleClerc The pen/pencil truly is mightier than the sword!']","['support', 'comment']","[0, 3]",false,1
charliehebdo,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,"['This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU', '@BBCtrending @RosieBarton @LucilleClerc Bullets will never stop the PEN!']","['support', 'comment']","[0, 3]",false,1
charliehebdo,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,"['This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU', ""Perhaps it's both. @BBCtrending @LucilleClerc""]","['support', 'comment']","[0, 3]",false,1
charliehebdo,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,"['This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU', '@BBCtrending @sven10hove @LucilleClerc']","['support', 'comment']","[0, 3]",false,1
charliehebdo,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,"['This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU', '@BBCtrending @LucilleClerc']","['support', 'comment']","[0, 3]",false,1
charliehebdo,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,"['This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU', 'Does this cartoon means that hatred cartoons to holy values will continue? @BBCtrending @CanAnayasa @LucilleClerc']","['support', 'query']","[0, 2]",false,1
charliehebdo,The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,"['The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU', '@SkyNews Best to shot to kill the muslim shits!!']","['support', 'comment']","[0, 3]",unverified,2
charliehebdo,The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,"['The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU', '@SkyNews I hope they catch these cowards alive so they can face justice.']","['support', 'comment']","[0, 3]",unverified,2
charliehebdo,The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,"['The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU', ""@SkyNews find them. catch them. hang them publicly. send the message out zero tolerance will be shown. they don't deserve any humanity....""]","['support', 'comment']","[0, 3]",unverified,2
charliehebdo,The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,"['The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU', ""@SkyNews Don't think they were trying to change the world,revenge was there motive""]","['support', 'comment']","[0, 3]",unverified,2
charliehebdo,The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,"['The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU', '@SkyNews Freedom of speech !!!!!  http://t.co/rTuk7BdFEw']","['support', 'comment']","[0, 3]",unverified,2
charliehebdo,The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,"['The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU', '@SkyNews deluded thieving extremists, folks just need to read the right books and stay off drugs! #CharlesHebdo']","['support', 'comment']","[0, 3]",unverified,2
charliehebdo,The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,"['The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU', '@SkyNews It appears Thelma &amp; Louise have rocket launchers, numpties! #JeSuisCharlie']","['support', 'comment']","[0, 3]",unverified,2
charliehebdo,The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,['The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU'],['support'],[0],unverified,2
charliehebdo,The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,"['The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU', '@SkyNews Scumy criminals']","['support', 'comment']","[0, 3]",unverified,2
charliehebdo,The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,"['The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU', '@SkyNews why have these worthless pricks not been taken out yet ?']","['support', 'query']","[0, 2]",unverified,2
charliehebdo,The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,"['The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU', '@SkyNews little shits are just using religion to go around murdering innocent people because they are uneducated no-good thugs #scumbags']","['support', 'comment']","[0, 3]",unverified,2
charliehebdo,The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,"['The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU', '@SkyNews Find them, torture them to fuck, then leave them out in the open tied up for the public to finish them off.']","['support', 'comment']","[0, 3]",unverified,2
charliehebdo,The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,"['The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU', '""@SkyNews: The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/tsAnzcpItl #Thieves']","['support', 'support']","[0, 0]",unverified,2
charliehebdo,The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,"['The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU', '@SkyNews Why is the term racism used when muslims try to justify acts of terrorism? Islam is a religion not a race.']","['support', 'comment']","[0, 3]",unverified,2
charliehebdo,Police convoy and helicopters are rushing to scene to detain Charlie Hebdo massacre suspects http://t.co/XdUgohNDhv http://t.co/MSROYqs14o,"['Police convoy and helicopters are rushing to scene to detain Charlie Hebdo massacre suspects http://t.co/XdUgohNDhv http://t.co/MSROYqs14o', '@MailOnline . french news are reporting at least 2 ppl were killed and 20 ppl injuried in a gunfight with the islamists']","['support', 'comment']","[0, 3]",true,0
charliehebdo,Police convoy and helicopters are rushing to scene to detain Charlie Hebdo massacre suspects http://t.co/XdUgohNDhv http://t.co/MSROYqs14o,"['Police convoy and helicopters are rushing to scene to detain Charlie Hebdo massacre suspects http://t.co/XdUgohNDhv http://t.co/MSROYqs14o', ""@MailOnline All the suspects are called 'Lee Harvey Oswald'. That's amazing.""]","['support', 'comment']","[0, 3]",true,0
charliehebdo,Police convoy and helicopters are rushing to scene to detain Charlie Hebdo massacre suspects http://t.co/XdUgohNDhv http://t.co/MSROYqs14o,"['Police convoy and helicopters are rushing to scene to detain Charlie Hebdo massacre suspects http://t.co/XdUgohNDhv http://t.co/MSROYqs14o', '@MailOnline is ambulance in convoy? #CharlieHebdo']","['support', 'comment']","[0, 3]",true,0
charliehebdo,Police convoy and helicopters are rushing to scene to detain Charlie Hebdo massacre suspects http://t.co/XdUgohNDhv http://t.co/MSROYqs14o,"['Police convoy and helicopters are rushing to scene to detain Charlie Hebdo massacre suspects http://t.co/XdUgohNDhv http://t.co/MSROYqs14o', '@MailOnline @SarahHarris bring back the guillotine']","['support', 'comment']","[0, 3]",true,0
charliehebdo,"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY","[""BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY"", '@cnni oh my gosh']","['support', 'support']","[0, 0]",true,0
charliehebdo,"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY","[""BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY"", '@cnni 11 killed']","['support', 'deny']","[0, 1]",true,0
charliehebdo,"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY","[""BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY"", ""“@cnni: BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says.""]","['support', 'support']","[0, 0]",true,0
